intersect_,objectid,district,coun_yr_el,coun_term,coun_web,coun_phone,coun_party,coun_name,coun_loc,coun_fax,coun_email,coun_add,comments,shape_len,shape_area,perc_cost_burdened_under_35k,perc_overcrowding_renter_1.50_or_more,perc_unemployed_laborforce,perc_renters,perc_poverty_12mnth,perc_no_hinsure,perc_person_of_color,perc_public_assistance,perc_foreign_born,perc_30hamfi,perc_low_income_jobs_lost,num_ELI,grayed_out,z_perc_cost_burdened_under_35k,z_perc_overcrowding_renter_1.50_or_more,z_perc_unemployed_laborforce,z_perc_renters,z_perc_poverty_12mnth,z_perc_no_hinsure,z_perc_person_of_color,z_perc_public_assistance,z_perc_foreign_born,z_perc_30hamfi,z_perc_low_income_jobs_lost,z_num_ELI,z_grayed_out,housing_instability_index,covid_index,equity_index,overall_index,total,male,female,age_0_18,age_25_64,white,black,hispanic,asian
17,1,1,2014,4,http://www.louisvilleky.gov/government/metro-council-district-1,502-574-1101,D,JESSICA GREEN,"LOUISVILLE, KY 40202",NA,jessica.green@louisvilleky.gov,601 WEST JEFFERSON ST,NA,139704.361826246,408970892.328846,47.00147712285761,0.07179938095460099,12.289799849765458,44.58175092145888,23.70361562838898,9.447080169607904,67.91128510646838,2.439268743492816,2.2991587668041475,42.86863134300443,8.626794371933107,261.6425625762947,0,-0.14461490989638698,-0.3567896922934233,1.0757349554454545,0.07441312839562024,0.43364380226588456,-0.5204029216073759,0.8951517925509137,-0.017586271308844492,-0.7857321961372025,1.0236971123796603,0.15993788547705226,0.4882320528982722,-0.23241780285681937,0.21647745678342986,-0.1802325180651618,0.4843791299793703,0.2839671285769469,0.1052995562746316,0.10742501911287552,0.10359426106898041,0.1017898008637125,0.10590838525135028,0.10957399017212532,0.10381785217815445,0.10908613925037329,0.11608551210620738
0,2,2,2012,4,http://www.louisvilleky.gov/government/metro-council-district-2,502-574-1102,D,BARBARA SHANKLIN,"LOUISVILLE, KY 40202",NA,barbara.shanklin@louisvilleky.gov,601 WEST JEFFERSON ST,NA,89646.2992823409,217202297.051,50.57260689755956,3.2916625773466524,7.727688102101014,49.705598236410815,20.314157758728225,13.777185403369518,68.99940211427935,2.26714461028481,17.853652436346337,27.57393835758138,8.481673653506721,300.298023741125,0,0.014802072979101064,0.921608632958702,0.23383546747288955,0.29452165397471014,0.19243658455275436,-0.13100329002150632,0.9331712468974647,-0.07285717778122978,1.1745252826007666,0.10239857310321178,0.10798356749010238,0.7147527802551107,-0.23241780285681937,0.3314408823876314,-0.011509861265701969,0.6676647586618314,0.43163535853197804,0.1769547573326181,0.1713853294382011,0.1817924039295641,0.1864937693273337,0.17036295438369664,0.14712886335245537,0.19955283113462355,0.1646140080078278,0.1689000268642301
6,3,3,2014,4,http://www.louisvilleky.gov/government/metro-council-district-3,502-574-1103,D,MARY WOOLRIDGE,"LOUISVILLE, KY 40202",NA,mary.woolridge@louisvilleky.gov,601 WEST JEFFERSON ST,NA,101545.322230954,197617857.548245,45.96756535749535,1.1944606576366203,10.242460815649421,47.069468897406075,25.864252167352607,10.433551002647729,65.95558931991746,3.5221739560702368,4.08309011359965,45.363238934695325,8.839970941213696,314.9051023424553,0,-0.1907692376839499,0.0889461071479624,0.6979156954479424,0.18127968824498855,0.5874032375778526,-0.4316911332746443,0.826818620531025,0.3301462145854771,-0.5609119712938496,1.1739635042897945,0.236256714296722,0.8003501569161421,-0.23241780285681937,0.27295509814695923,-0.09771720948896115,0.57092333411161,0.3550751617692275,0.10978204739842909,0.11240543300385775,0.10741638141429727,0.1023524341201759,0.11141126399499807,0.10661273329158322,0.11603905804018046,0.09263948438589477,0.05240422383572968
178,4,4,2012,4,http://www.louisvilleky.gov/government/metro-council-district-4,502-574-1104,D,DAVID TANDY,"LOUISVILLE, KY 40202",NA,david.tandy@louisvilleky.gov,601 WEST JEFFERSON ST,NA,89485.0948183361,180883836.356505,35.28901882158621,1.4823578638184387,16.64312609447509,79.56586892362677,43.417350166788054,9.61855331171304,59.66241370903954,4.152871563630385,3.737047974188828,49.91217258205862,9.528699496125077,686.0691574287331,0,-0.6674647871735256,0.20325136913549327,1.879104828679025,1.5772492120688688,1.836551064015803,-0.5049826085299948,0.6069313279741904,0.5326699852509656,-0.6045219856183157,1.4479752761230409,0.4828267611967415,2.9753688785489887,-0.23241780285681937,0.9657383373451328,-0.011077923666626658,0.5332782510382955,0.695072676721222,0.11119376764134456,0.1130234621148842,0.10938063556724205,0.10537833454047707,0.11537871613030323,0.09712106612104157,0.12165564032036431,0.11536238120830275,0.13209489805978822
83,5,5,2014,4,http://www.louisvilleky.gov/government/metro-council-district-5,502-574-1105,D,CHERI HAMILTON,"LOUISVILLE, KY 40202",NA,cheri.hamilton@louisvilleky.gov,601 WEST JEFFERSON ST,NA,79269.1548294256,233949463.480805,47.415395091476434,1.1366465475350493,16.87241693971648,56.5200534474067,34.491833836799536,9.910072450357596,73.83431917968771,3.259568499691411,1.1521674041689234,45.14990367244797,9.056870698335452,305.22667485555303,0,-0.12613740897143913,0.0659918830018533,1.9214185324817323,0.5872547502049827,1.201376046830792,-0.478766745621322,1.1021061200022004,0.24582078416421274,-0.9302819606246329,1.16111293803966,0.3139084726051834,0.743634640713785,-0.23241780285681937,0.7299807607095843,-0.08242913650806931,0.6306539041848334,0.6090090283779186,0.09736290877129482,0.09638148615241274,0.09822797241290143,0.09635950610083634,0.0980390925468611,0.10130931325527898,0.09661715099848851,0.08941094422144481,0.08894781928713372
197,6,6,2012,4,http://www.louisvilleky.gov/government/metro-council-district-6,502-574-1106,D,DAVID JAMES,"LOUISVILLE, KY 40202",NA,david.james@louisvilleky.gov,601 WEST JEFFERSON ST,NA,77333.7794037383,143349259.010533,39.69013212460721,1.2175213156735505,11.282341347216418,76.8737951317928,42.70475953901421,11.010936677125297,53.28675900551622,3.434310839049785,5.152615400592691,46.28898236858302,9.246529967567788,495.8847624563324,0,-0.47099693293002115,0.09810199508961692,0.8898169323098164,1.4616040031764101,1.7858402986653001,-0.37976773723994606,0.3841621669465323,0.3019324247310295,-0.4261248810118431,1.22972703443704,0.3818079296208107,1.8608896773471577,-0.23241780285681937,0.7528732592622246,0.0010200961904323392,0.37670535802535593,0.5272207824602979,0.09848344881849999,0.09610135683211325,0.1007677030136877,0.08888311228686138,0.08881542826139019,0.1107380998374092,0.08528119536989004,0.11264773077396595,0.10803799947445639
0,7,7,2014,4,http://www.louisvilleky.gov/government/metro-council-district-7,502-574-1107,R,ANGELA LEET,"LOUISVILLE, KY 40202",NA,angela.leet@louisvilleky.gov,601 WEST JEFFERSON ST,NA,124296.811571234,346549738.121275,63.92189895537581,0.2488533548123662,3.2232696653697315,27.389610109832223,6.085920074791046,6.0520215896610825,16.34087900574743,1.132812696610503,6.722271765990616,11.400061713234638,9.386987175648501,79.1781467516527,0.26222568267661783,0.6107210111415752,-0.2864930710231074,-0.5974172034946039,-0.6641211277975173,-0.8201010414266765,-0.8257152613481978,-0.9067488176820298,-0.43710332932796964,-0.22830869395427356,-0.8718588991504533,0.4320926755296888,-0.5810081254324266,0.9564133126916242,-0.35148228652006597,-0.19681129290925456,-0.7100986528872751,-0.47946173370586853,0.11548742455258797,0.1152446004091019,0.11569740691952445,0.11559678705216979,0.11624471286601473,0.11435576650123341,0.12776333606475818,0.10940598323687159,0.11893216223480932
489,8,8,2012,4,http://www.louisvilleky.gov/government/metro-council-district-8,502-574-1108,D,TOM OWEN,"LOUISVILLE, KY 40202",NA,tom.owen@louisvilleky.gov,601 WEST JEFFERSON ST,NA,79965.883994149,188280096.243,37.52199632705144,0.9412579914526502,2.983673445427445,31.854940939663777,8.749841757980187,3.579665912811403,7.492045715218159,0.7091333762215773,3.331761990730956,14.881234969006263,9.224348464477156,79.60670697416946,0,-0.5677835772461123,-0.011584208786475004,-0.6416326778290151,-0.47230093395431044,-0.6305258461840095,-1.0480503635549774,-1.215932307044379,-0.5731513061866321,-0.6555982145833662,-0.662165259757539,0.3738667832600742,-0.5784967655780777,-0.23241780285681937,-0.46476544879998455,-0.33709179014745155,-0.9237489218702882,-0.6355914721628527,0.10493405139273984,0.10421808041334364,0.10563233658311465,0.10394783196855034,0.10340146079892756,0.10517541596105504,0.09473476567397744,0.1101442516572084,0.09959278340236383
138,9,9,2014,4,http://www.louisvilleky.gov/government/metro-council-district-9,502-574-1109,D,BILL HOLLANDER,"LOUISVILLE, KY 40202",NA,bill.hollander@louisvilleky.gov,601 WEST JEFFERSON ST,NA,106254.506148608,283782619.974061,41.472359223535136,0.11427453186028415,3.865734008450799,41.83285924296289,10.236113050847338,6.610404341029533,15.087056992935382,1.6083213917594381,4.694270382950597,19.020026122012972,9.126771733741307,129.87459546386663,0.01176817131354787,-0.3914374420028855,-0.339925571530932,-0.4788557934727017,-0.043672844339118756,-0.5247569069892397,-0.7755007686445435,-0.9505581032943443,-0.28441238398201873,-0.4838878829946423,-0.41285902999081564,0.33893357350375003,-0.28392729673059236,-0.17906540774492058,-0.35572971166697553,-0.21828359757039675,-0.6725326542407408,-0.4687062772868238,0.08276026499257415,0.08227365776067112,0.08318730489293172,0.0823806311820942,0.08279557051125314,0.08114659875632736,0.0958135668267787,0.08936074505929956,0.08418194427451278
226,10,10,2015,4,http://www.louisvilleky.gov/government/metro-council-district-10,502-574-1110,D,PAT MULVIHILL,"LOUISVILLE, KY 40202",NA,pat.mulvihill@louisvilleky.gov,601 WEST JEFFERSON ST,NA,125661.289734751,279236518.962,47.04561550409204,0.34723857812530234,6.128377060284198,41.01925969981139,14.792876341794575,8.93431494343889,27.91700658558102,1.6585987262123878,8.519410143990571,27.84587125408478,8.638379279016386,244.48917102577704,0,-0.14264455093176828,-0.2474306956856245,-0.06130398146843951,-0.0786231824048766,-0.20047962210983827,-0.5665151011921669,-0.5022720464598435,-0.2682677922943926,-0.0018240509536683975,0.11877885484986522,0.16408537008835003,0.38771330047435537,-0.2324178028568194,-0.14609640652010944,-0.20121486555190843,-0.2764052922924204,-0.20373180673221372,0.12375083566878943,0.1251741691711382,0.12235008934865377,0.12456796538603786,0.1227024893000387,0.12633181506560542,0.11916939438716895,0.1065674470195131,0.11337667012201261
0,11,11,2014,4,http://www.louisvilleky.gov/government/metro-council-district-11,502-574-1111,R,KEVIN KRAMER,"LOUISVILLE, KY 40202",NA,kevin.kramer@louisvilleky.gov,601 WEST JEFFERSON ST,NA,128357.596584645,306330105.796,31.773932566112517,1.3714174290272736,4.178517997282307,28.702985703870322,6.719780006139506,4.74329266939963,23.277574528595014,1.5596821589397698,8.36730076161768,11.459355734105852,8.520262593905517,80.06089156464621,0,-0.8243799598912355,0.15920413563852726,-0.42113412977648135,-0.6077015766739496,-0.7749930635907695,-0.9434072184447858,-0.6643765572967378,-0.30003096365449095,-0.020993659474358262,-0.8682872357722775,0.12179870086318759,-0.5758352471098238,-0.23241780285681937,-0.49380091885878175,-0.4108042587907991,-0.5308033590848571,-0.5003022289424136,0.14409326316785728,0.1434316255807316,0.1446962909957003,0.1459326575440732,0.14410761754792337,0.1423210861188507,0.14884298615520616,0.15823725372814967,0.13249436428126385
0,12,12,2012,4,http://www.louisvilleky.gov/government/metro-council-district-12,502-574-1112,D,RICK BLACKWELL,"LOUISVILLE, KY 40202",NA,rick.blackwell@louisvilleky.gov,601 WEST JEFFERSON ST,NA,132690.228450082,366008375.524962,48.78677406352522,1.5697079568512586,6.085495560770187,31.609194993077832,11.598131524118802,7.435973734922306,27.497660649914046,2.592690851810398,5.214298600493694,25.72445665917162,7.815649580230725,165.81448072630022,0,-0.06491837972987294,0.23793241172416665,-0.06921740281389946,-0.48285760643989106,-0.42783028950495816,-0.7012585965781742,-0.5169242424480084,0.03167921425423893,-0.41835124617117975,-0.009007702837560763,-0.13045810276318795,-0.07331982483798459,-0.23241780285681934,-0.161378253352891,-0.4158583496706811,-0.32454063692800594,-0.25209121641471605,0.14758952796046712,0.1469843375719104,0.14818541246142244,0.1451437583902851,0.1464513939095924,0.14572347228459998,0.14866514354416757,0.15761895717248853,0.1923215057534451
0,13,13,2014,4,http://www.louisvilleky.gov/government/metro-council-district-13,502-574-1113,D,VICKI WELCH,"LOUISVILLE, KY 40202",NA,vicki.welch@louisvilleky.gov,601 WEST JEFFERSON ST,NA,203397.630880568,911637694.296444,35.47540011097923,0.6053777342078189,6.308931911453778,38.8871741839254,17.22947114738385,13.427483943013824,30.60413099096189,4.558707700891777,12.48904748278094,23.378980408499412,7.668998142108705,144.3435356848907,0,-0.6591446350944937,-0.1449404205746614,-0.02798409691531501,-0.1702126015393535,-0.027081905911265157,-0.16245139866464237,-0.40838232419605175,0.6629883245077948,0.49845011074910484,-0.15029094701326168,-0.18296043001220785,-0.19913940999517393,-0.23241780285681937,-0.20587273200701778,-0.1727059143384251,-0.03532953156133833,-0.13433877006188671,0.11414078839045629,0.11275182914699547,0.1154778654239404,0.11408142794506779,0.11416989026808001,0.11535737078030879,0.10857198295327868,0.11017097363735034,0.11051979277128882
0,14,14,2012,4,http://www.louisvilleky.gov/government/metro-council-district-14,502-574-1114,D,CINDI FOWLER,"LOUISVILLE, KY 40202",NA,cindi.fowler@louisvilleky.gov,601 WEST JEFFERSON ST,NA,214109.681965891,784664805.578,50.46372230536801,1.7556125702696833e-5,4.995757409507288,23.1617180145302,16.206097499584914,8.226264551737234,15.374871253997688,3.644420134527341,2.865826748544194,27.77285270951343,7.6208634596413365,102.75570707892936,0,0.009941411433903367,-0.38528958780067063,-0.27031944553393783,-0.8457415076025203,-0.09990921923356487,-0.6301889721002275,-0.9405017021167187,0.3694007744788535,-0.7143177757923984,0.1143804744104678,-0.20019301145356222,-0.44284378969055604,-0.23241780285681934,-0.31826366974735804,-0.4151909917768949,-0.5087504510511732,-0.4041511144718378,0.12230426210374683,0.12224351890271018,0.12236107211431194,0.12203837664433877,0.12219249992368887,0.125045090171906,0.10518298733719299,0.10185520716295365,0.1319693753684249
111,15,15,2014,4,http://www.louisvilleky.gov/government/metro-council-district-15,502-574-1115,D,MARIANNE BUTLER,"LOUISVILLE, KY 40202",NA,marianne.butler@louisvilleky.gov,601 WEST JEFFERSON ST,NA,96940.4582076616,188001608.123869,41.249115648036295,1.310441518428891,9.371596836035078,55.31790147626574,25.848071912140604,11.638743839841691,37.63431508600726,5.275953896558231,7.7222469780541685,32.12289872641305,8.825177492311937,256.1919692401752,0,-0.40140314459495463,0.13499456609003144,0.5372050467211953,0.535613106411716,0.5862517866698741,-0.323310015159053,-0.16274351758725353,0.893303775685392,-0.10228666265932246,0.37641195454377746,0.23096054737652078,0.4562916147345833,-0.23241780285681937,0.27853227225957244,-0.04617473389126612,0.11358889549053772,0.1800842209368747,0.10695895286131363,0.10671897439049877,0.10718019246891562,0.1066081882931719,0.1076447135922844,0.1099880518876808,0.10233990039191021,0.09992598141613354,0.11615519132269587
0,16,16,2012,4,http://www.louisvilleky.gov/government/metro-council-district-16,502-574-1116,R,KELLY DOWNARD,"LOUISVILLE, KY 40202",NA,kelly.downard@louisvilleky.gov,601 WEST JEFFERSON ST,NA,156690.972736398,703842859.61484,66.39473204618946,1.0256166537858447,4.096709452447954,19.172146106633605,5.346819346918955,3.700877069051076,18.29975217305904,1.4389319261817035,8.069024904757367,7.645265842856269,9.760468373884565,71.13716700842507,0.4633784181103412,0.7211094919200655,0.021909131169119325,-0.4362312110882405,-1.017124208210396,-0.8726983702725487,-1.0371500327233352,-0.8383046260917218,-0.33880515932886845,-0.05858392062714157,-1.0980346029686197,0.5658017774808797,-0.6281282095087932,1.8683630058732892,-0.3166070332964001,-0.23567412762122777,-0.668888068094274,-0.4494261566480325,0.14851596754722404,0.14838410301426025,0.14863804177095738,0.14991865303010316,0.15049663188417217,0.1469124146686381,0.16447678858510142,0.1425726975212175,0.14830371644944254
0,17,17,2014,4,http://www.louisvilleky.gov/government/metro-council-district-17,502-574-1117,R,GLEN STUCKEL,"LOUISVILLE, KY 40202",NA,glen.stuckel@louisvilleky.gov,601 WEST JEFFERSON ST,NA,118200.543133606,388373824.377072,64.03321695331839,0.751779059201425,3.33288314658168,25.576767371913313,7.121348124964211,4.82395060376396,24.579692732658394,1.8325858054409339,9.592826704612955,15.197509189031933,9.906182185162672,75.80890142957801,8.16059912712988e-6,0.6156903011117852,-0.08681397318514644,-0.5771889542075332,-0.741996622054675,-0.7464158891903993,-0.9361537758076279,-0.6188797740851657,-0.21239867386099223,0.13345343769139598,-0.6431140125570783,0.6179684272075577,-0.6007518790445131,-0.23238080581646536,-0.3073450275051937,-0.1590926743000351,-0.43002378157993754,-0.3415912938145754,0.13454235000416406,0.13463488043890337,0.1344545636197752,0.13797446471607236,0.13508878008271985,0.13818349967964177,0.11689854303326055,0.1260716085208355,0.1410674071439826
5,18,18,2012,4,http://www.louisvilleky.gov/government/metro-council-district-18,502-574-1118,R,MARILYN PARKER,"LOUISVILLE, KY 40202",NA,marilyn.parker@louisvilleky.gov,601 WEST JEFFERSON ST,NA,96411.8652451464,322588530.457,56.16690018367393,1.0381170485870248,3.279519752954638,37.222034662607506,4.877702615204822,5.435614451215001,20.44295364059317,0.720452554539673,10.588859778944935,11.902454674480401,9.090976613294961,108.37073455190209,0.131575229211307,0.26453406628572484,0.02687222519023342,-0.5870367212627978,-0.2417431102356675,-0.9060825709296197,-0.8811477969702683,-0.7634198942426178,-0.5695165965471204,0.25897866046691165,-0.8415965132510028,0.32611864886572234,-0.40993976865500736,0.3640940449728287,-0.28869122219042537,-0.27751457405227303,-0.5741164001596213,-0.4017436285642885,0.1382519062984776,0.13907214114469543,0.13745786064218868,0.13793951343151378,0.13893003739500304,0.13747320048334363,0.1218126682019525,0.13622004017630895,0.16075847597606424
